ct,earfcn_dl,earfcn_ul,rf_state,band,bandwidth,plmn,tac,cell_id,esm_cause,drx,rsrp,rsrq,rssi,l2w,ri,cqi,status,sub_status,rrc,svc,sinr,tx_pwr,tmsi,ip,avg_rsrp,antbar,imsi,missdn,time_boot_ms,lat,lon,alt,vx,vy,vz,hdg,relative_alt
20220831T044332,1350,19350,RXTX,3,20,45005,6454,4377-55(447),0,640,-59,-7,-34,-,0,0,SRV/REGISTERED,NORMAL_SERVICE,CONNECTED,CS_PS,23.8,-25,e038356d,27.177.169.226,-59,4,4.50E+14,1227091531,1003339,377452615,1273504674,255710,0,0,0,65535,306
20220831T044334,1350,19350,RXTX,3,20,45005,6454,4377-55(447),0,640,-59,-7,-34,-,0,0,SRV/REGISTERED,NORMAL_SERVICE,CONNECTED,CS_PS,27.6,-24,e038356d,27.177.169.226,-59,4,4.50E+14,1227091531,1005671,377452620,1273504669,255730,0,0,0,65535,323
20220831T044336,1350,19350,RXTX,3,20,45005,6454,4377-55(447),0,640,-59,-7,-34,-,0,0,SRV/REGISTERED,NORMAL_SERVICE,CONNECTED,CS_PS,26.2,-26,e038356d,27.177.169.226,-59,4,4.50E+14,1227091531,1007669,377452622,1273504662,255710,0,0,0,65535,300
20220831T044338,1350,19350,RXTX,3,20,45005,6454,4377-55(447),0,640,-59,-7,-34,-,0,0,SRV/REGISTERED,NORMAL_SERVICE,CONNECTED,CS_PS,28,-26,e038356d,27.177.169.226,-59,4,4.50E+14,1227091531,1009999,377452625,1273504656,255740,0,0,0,65535,338
20220831T044340,1350,19350,RXTX,3,20,45005,6454,4377-55(447),0,640,-59,-7,-34,-,0,0,SRV/REGISTERED,NORMAL_SERVICE,CONNECTED,CS_PS,28,-25,e038356d,27.177.169.226,-59,4,4.50E+14,1227091531,1011999,377452625,1273504650,255770,0,0,0,65535,362
20220831T044343,1350,19350,RXTX,3,20,45005,6454,4377-55(447),0,640,-59,-7,-34,-,0,0,SRV/REGISTERED,NORMAL_SERVICE,CONNECTED,CS_PS,28.6,-25,e038356d,27.177.169.226,-59,4,4.50E+14,1227091531,1014329,377452631,1273504642,255770,0,0,0,65535,369
20220831T044345,1350,19350,RXTX,3,20,45005,6454,4377-55(447),0,640,-59,-7,-34,-,0,0,SRV/REGISTERED,NORMAL_SERVICE,CONNECTED,CS_PS,27.2,-25,e038356d,27.177.169.226,-59,4,4.50E+14,1227091531,1016327,377452634,1273504636,255770,0,0,0,65535,369
20220831T044347,1350,19350,RXTX,3,20,45005,6454,4377-55(447),0,640,-59,-7,-34,-,0,0,SRV/REGISTERED,NORMAL_SERVICE,CONNECTED,CS_PS,27.2,-26,e038356d,27.177.169.226,-59,4,4.50E+14,1227091531,1018659,377452637,1273504629,255800,0,0,0,65535,393
20220831T044349,1350,19350,RXTX,3,20,45005,6454,4377-55(447),0,640,-59,-7,-34,-,0,0,SRV/REGISTERED,NORMAL_SERVICE,CONNECTED,CS_PS,28.6,-25,e038356d,27.177.169.226,-59,4,4.50E+14,1227091531,1020656,377452638,1273504626,255830,0,0,0,65535,425
20220831T044351,1350,19350,RXTX,3,20,45005,6454,4377-55(447),0,640,-59,-7,-34,-,0,0,SRV/REGISTERED,NORMAL_SERVICE,CONNECTED,CS_PS,26.4,-24,e038356d,27.177.169.226,-59,4,4.50E+14,1227091531,1022654,377452636,1273504623,255820,0,0,0,65535,410
20220831T044353,1350,19350,RXTX,3,20,45005,6454,4377-55(447),0,640,-59,-7,-34,-,0,0,SRV/REGISTERED,NORMAL_SERVICE,CONNECTED,CS_PS,27.6,-25,e038356d,27.177.169.226,-59,4,4.50E+14,1227091531,1024984,377452633,1273504619,255800,0,0,0,65535,393
20220831T044355,1350,19350,RXTX,3,20,45005,6454,4377-55(447),0,640,-59,-7,-34,-,0,0,SRV/REGISTERED,NORMAL_SERVICE,CONNECTED,CS_PS,27.6,-24,e038356d,27.177.169.226,-59,4,4.50E+14,1227091531,1026984,377452631,1273504616,255780,0,0,0,65535,376
20220831T044358,1350,19350,RXTX,3,20,45005,6454,4377-55(447),0,640,-59,-7,-34,-,0,0,SRV/REGISTERED,NORMAL_SERVICE,CONNECTED,CS_PS,26.6,-22,e038356d,27.177.169.226,-59,4,4.50E+14,1227091531,1029314,377452627,1273504613,255740,0,0,0,65535,333
20220831T044400,1350,19350,RXTX,3,20,45005,6454,4377-55(447),0,640,-59,-7,-34,-,0,0,SRV/REGISTERED,NORMAL_SERVICE,CONNECTED,CS_PS,27,-25,e038356d,27.177.169.226,-59,4,4.50E+14,1227091531,1031312,377452623,1273504612,255750,0,0,0,65535,344
20220831T044402,1350,19350,RXTX,3,20,45005,6454,4377-55(447),0,640,-59,-7,-34,-,0,0,SRV/REGISTERED,NORMAL_SERVICE,CONNECTED,CS_PS,27,-24,e038356d,27.177.169.226,-59,4,4.50E+14,1227091531,1033644,377452622,1273504611,255780,0,0,0,65535,377
20220831T044404,1350,19350,RXTX,3,20,45005,6454,4377-55(447),0,640,-59,-7,-34,-,0,0,SRV/REGISTERED,NORMAL_SERVICE,CONNECTED,CS_PS,28.6,-24,e038356d,27.177.169.226,-59,4,4.50E+14,1227091531,1035641,377452621,1273504612,255790,0,0,0,65535,381
20220831T044406,1350,19350,RXTX,3,20,45005,6454,4377-55(447),0,640,-59,-7,-34,-,0,0,SRV/REGISTERED,NORMAL_SERVICE,CONNECTED,CS_PS,27.6,-24,e038356d,27.177.169.226,-59,4,4.50E+14,1227091531,1037639,377452620,1273504614,255810,0,0,0,65535,409
20220831T044408,1350,19350,RXTX,3,20,45005,6454,4377-55(447),0,640,-59,-7,-34,-,0,0,SRV/REGISTERED,NORMAL_SERVICE,CONNECTED,CS_PS,29.8,-25,e038356d,27.177.169.226,-59,4,4.50E+14,1227091531,1039969,377452621,1273504615,255840,0,0,0,65535,439
20220831T044410,1350,19350,RXTX,3,20,45005,6454,4377-55(447),0,640,-59,-7,-34,-,0,0,SRV/REGISTERED,NORMAL_SERVICE,CONNECTED,CS_PS,29.8,-24,e038356d,27.177.169.226,-59,4,4.50E+14,1227091531,1041967,377452621,1273504617,255880,0,0,0,65535,477
20220831T044413,1350,19350,RXTX,3,20,45005,6454,4377-55(447),0,640,-59,-7,-34,-,0,0,SRV/REGISTERED,NORMAL_SERVICE,CONNECTED,CS_PS,27,-25,e038356d,27.177.169.226,-59,4,4.50E+14,1227091531,1044299,377452623,1273504623,255910,0,0,0,65535,507
20220831T044415,1350,19350,RXTX,3,20,45005,6454,4377-55(447),0,640,-59,-7,-34,-,0,0,SRV/REGISTERED,NORMAL_SERVICE,CONNECTED,CS_PS,26.4,-25,e038356d,27.177.169.226,-59,4,4.50E+14,1227091531,1046296,377452621,1273504625,255920,0,0,0,65535,514
20220831T044417,1350,19350,RXTX,3,20,45005,6454,4377-55(447),0,640,-59,-7,-34,-,0,0,SRV/REGISTERED,NORMAL_SERVICE,CONNECTED,CS_PS,26.4,-21,e038356d,27.177.169.226,-59,4,4.50E+14,1227091531,1048627,377452622,1273504624,255950,0,0,0,65535,544
20220831T044419,1350,19350,RXTX,3,20,45005,6454,4377-55(447),0,640,-59,-7,-34,-,0,0,SRV/REGISTERED,NORMAL_SERVICE,CONNECTED,CS_PS,29.2,-25,e038356d,27.177.169.226,-59,4,4.50E+14,1227091531,1050627,377452622,1273504624,255920,0,0,0,65535,512
20220831T044421,1350,19350,RXTX,3,20,45005,6454,4377-55(447),0,640,-59,-7,-34,-,0,0,SRV/REGISTERED,NORMAL_SERVICE,CONNECTED,CS_PS,27.6,-26,e038356d,27.177.169.226,-59,4,4.50E+14,1227091531,1052624,377452622,1273504624,255920,0,0,0,65535,514
20220831T044423,1350,19350,RXTX,3,20,45005,6454,4377-55(447),0,640,-59,-7,-34,-,0,0,SRV/REGISTERED,NORMAL_SERVICE,CONNECTED,CS_PS,25.8,-16,e038356d,27.177.169.226,-59,4,4.50E+14,1227091531,1054954,377452622,1273504624,255890,0,0,0,65535,483
20220831T044425,1350,19350,RXTX,3,20,45005,6454,4377-55(447),0,640,-59,-7,-34,-,0,0,SRV/REGISTERED,NORMAL_SERVICE,CONNECTED,CS_PS,25.8,-26,e038356d,27.177.169.226,-59,4,4.50E+14,1227091531,1056954,377452619,1273504625,255870,0,0,0,65535,469
20220831T044428,1350,19350,RXTX,3,20,45005,6454,4377-55(447),0,640,-59,-7,-34,-,0,0,SRV/REGISTERED,NORMAL_SERVICE,CONNECTED,CS_PS,24,-25,e038356d,27.177.169.226,-59,4,4.50E+14,1227091531,1059284,377452612,1273504627,255860,0,0,0,65535,455
20220831T044430,1350,19350,RXTX,3,20,45005,6454,4377-55(447),0,640,-59,-7,-34,-,0,0,SRV/REGISTERED,NORMAL_SERVICE,CONNECTED,CS_PS,27.4,-21,e038356d,27.177.169.226,-59,4,4.50E+14,1227091531,1061281,377452604,1273504631,255910,0,0,0,65535,501
20220831T044432,1350,19350,RXTX,3,20,45005,6454,4377-55(447),0,640,-59,-7,-34,-,0,0,SRV/REGISTERED,NORMAL_SERVICE,CONNECTED,CS_PS,27.4,-26,e038356d,27.177.169.226,-59,4,4.50E+14,1227091531,1063612,377452597,1273504636,255930,0,0,0,65535,522
20220831T044434,1350,19350,RXTX,3,20,45005,6454,4377-55(447),0,640,-59,-7,-34,-,0,0,SRV/REGISTERED,NORMAL_SERVICE,CONNECTED,CS_PS,28.2,-25,e038356d,27.177.169.226,-59,4,4.50E+14,1227091531,1065612,377452593,1273504638,255950,0,0,0,65535,541
20220831T044436,1350,19350,RXTX,3,20,45005,6454,4377-55(447),0,640,-59,-7,-34,-,0,0,SRV/REGISTERED,NORMAL_SERVICE,CONNECTED,CS_PS,26.8,-24,e038356d,27.177.169.226,-59,4,4.50E+14,1227091531,1067609,377452589,1273504640,255960,0,0,0,65535,554
20220831T044438,1350,19350,RXTX,3,20,45005,6454,4377-55(447),0,640,-59,-7,-34,-,0,0,SRV/REGISTERED,NORMAL_SERVICE,CONNECTED,CS_PS,25.2,-26,e038356d,27.177.169.226,-59,4,4.50E+14,1227091531,1069939,377452582,1273504641,255950,0,0,0,65535,548
20220831T044440,1350,19350,RXTX,3,20,45005,6454,4377-55(447),0,640,-59,-7,-34,-,0,0,SRV/REGISTERED,NORMAL_SERVICE,CONNECTED,CS_PS,25.2,-26,e038356d,27.177.169.226,-59,4,4.50E+14,1227091531,1071939,377452576,1273504644,255970,0,0,0,65535,563
20220831T044443,1350,19350,RXTX,3,20,45005,6454,4377-55(447),0,640,-59,-7,-34,-,0,0,SRV/REGISTERED,NORMAL_SERVICE,CONNECTED,CS_PS,26.4,-20,e038356d,27.177.169.226,-59,4,4.50E+14,1227091531,1074269,377452566,1273504645,255950,0,0,0,65535,541
20220831T044445,1350,19350,RXTX,3,20,45005,6454,4377-55(447),0,640,-59,-7,-34,-,0,0,SRV/REGISTERED,NORMAL_SERVICE,CONNECTED,CS_PS,25.6,-24,e038356d,27.177.169.226,-59,4,4.50E+14,1227091531,1076267,377452559,1273504646,255950,0,0,0,65535,548
20220831T044447,1350,19350,RXTX,3,20,45005,6454,4377-55(447),0,640,-59,-7,-34,-,0,0,SRV/REGISTERED,NORMAL_SERVICE,CONNECTED,CS_PS,25.6,-25,e038356d,27.177.169.226,-59,4,4.50E+14,1227091531,1078599,377452553,1273504646,255960,0,0,0,65535,553
20220831T044449,1350,19350,RXTX,3,20,45005,6454,4377-55(447),0,640,-59,-7,-34,-,0,0,SRV/REGISTERED,NORMAL_SERVICE,CONNECTED,CS_PS,27.2,-25,e038356d,27.177.169.226,-59,4,4.50E+14,1227091531,1080596,377452551,1273504646,255970,0,0,0,65535,562
20220831T044451,1350,19350,RXTX,3,20,45005,6454,4377-55(447),0,640,-59,-7,-34,-,0,0,SRV/REGISTERED,NORMAL_SERVICE,CONNECTED,CS_PS,28.2,-24,e038356d,27.177.169.226,-59,4,4.50E+14,1227091531,1082926,377452549,1273504648,255970,0,0,0,65535,563
20220831T044453,1350,19350,RXTX,3,20,45005,6454,4377-55(447),0,640,-59,-7,-34,-,0,0,SRV/REGISTERED,NORMAL_SERVICE,CONNECTED,CS_PS,26.4,-25,e038356d,27.177.169.226,-59,4,4.50E+14,1227091531,1084591,377452546,1273504649,255970,0,0,0,65535,569
20220831T044456,1350,19350,RXTX,3,20,45005,6454,4377-55(447),0,640,-59,-7,-34,-,0,0,SRV/REGISTERED,NORMAL_SERVICE,CONNECTED,CS_PS,26.4,-26,e038356d,27.177.169.226,-59,4,4.50E+14,1227091531,1086924,377452546,1273504650,256000,0,0,0,65535,593
20220831T044458,1350,19350,RXTX,3,20,45005,6454,4377-55(447),0,640,-59,-7,-34,-,0,0,SRV/REGISTERED,NORMAL_SERVICE,CONNECTED,CS_PS,27.6,-25,e038356d,27.177.169.226,-59,4,4.50E+14,1227091531,1089254,377452543,1273504650,255980,0,0,0,65535,574
20220831T044500,1350,19350,RXTX,3,20,45005,6454,4377-55(447),0,640,-59,-7,-28,-,0,0,SRV/REGISTERED,NORMAL_SERVICE,CONNECTED,CS_PS,28.6,-24,e038356d,27.177.169.226,-59,4,4.50E+14,1227091531,1091252,377452541,1273504652,255960,0,0,0,65535,558
20220831T044502,1350,19350,RXTX,3,20,45005,6454,4377-55(447),0,640,-59,-7,-28,-,0,0,SRV/REGISTERED,NORMAL_SERVICE,CONNECTED,CS_PS,28.6,-26,e038356d,27.177.169.226,-59,4,4.50E+14,1227091531,1093584,377452542,1273504653,255950,0,0,0,65535,545
20220831T044504,1350,19350,RXTX,3,20,45005,6454,4377-55(447),0,640,-59,-7,-34,-,0,0,SRV/REGISTERED,NORMAL_SERVICE,CONNECTED,CS_PS,27.2,-24,e038356d,27.177.169.226,-59,4,4.50E+14,1227091531,1095581,377452544,1273504653,255940,0,0,0,65535,530
20220831T044506,1350,19350,RXTX,3,20,45005,6454,4377-55(447),0,640,-59,-7,-34,-,0,0,SRV/REGISTERED,NORMAL_SERVICE,CONNECTED,CS_PS,29.6,-24,e038356d,27.177.169.226,-59,4,4.50E+14,1227091531,1097912,377452548,1273504653,255940,0,0,0,65535,536
20220831T044508,1350,19350,RXTX,3,20,45005,6454,4377-55(447),0,640,-59,-7,-34,-,0,0,SRV/REGISTERED,NORMAL_SERVICE,CONNECTED,CS_PS,27.8,-26,e038356d,27.177.169.226,-59,4,4.50E+14,1227091531,1099909,377452549,1273504653,255930,0,0,0,65535,525
20220831T044510,1350,19350,RXTX,3,20,45005,6454,4377-55(447),0,640,-59,-7,-34,-,0,0,SRV/REGISTERED,NORMAL_SERVICE,CONNECTED,CS_PS,27.8,-26,e038356d,27.177.169.226,-59,4,4.50E+14,1227091531,1101909,377452549,1273504652,255920,0,0,0,65535,516
20220831T044513,1350,19350,RXTX,3,20,45005,6454,4377-55(447),0,640,-59,-7,-34,-,0,0,SRV/REGISTERED,NORMAL_SERVICE,CONNECTED,CS_PS,30,-26,e038356d,27.177.169.226,-59,4,4.50E+14,1227091531,1104239,377452542,1273504650,255920,0,0,0,65535,513
20220831T044515,1350,19350,RXTX,3,20,45005,6454,4377-55(447),0,640,-59,-7,-34,-,0,0,SRV/REGISTERED,NORMAL_SERVICE,CONNECTED,CS_PS,26.6,-25,e038356d,27.177.169.226,-59,4,4.50E+14,1227091531,1106237,377452541,1273504648,255940,0,0,0,65535,539
20220831T044517,1350,19350,RXTX,3,20,45005,6454,4377-55(447),0,640,-59,-7,-34,-,0,0,SRV/REGISTERED,NORMAL_SERVICE,CONNECTED,CS_PS,26.6,-12,e038356d,27.177.169.226,-59,4,4.50E+14,1227091531,1108567,377452537,1273504641,256000,0,0,0,65535,598
20220831T044519,1350,19350,RXTX,3,20,45005,6454,4377-55(447),0,640,-59,-7,-34,-,0,0,SRV/REGISTERED,NORMAL_SERVICE,CONNECTED,CS_PS,27.6,-26,e038356d,27.177.169.226,-59,4,4.50E+14,1227091531,1110567,377452538,1273504638,256010,0,0,0,65535,601
20220831T044521,1350,19350,RXTX,3,20,45005,6454,4377-55(447),0,640,-59,-7,-34,-,0,0,SRV/REGISTERED,NORMAL_SERVICE,CONNECTED,CS_PS,27.6,-26,e038356d,27.177.169.226,-59,4,4.50E+14,1227091531,1112896,377452544,1273504632,256000,0,0,0,65535,598
20220831T044523,1350,19350,RXTX,3,20,45005,6454,4377-55(447),0,640,-59,-7,-34,-,0,0,SRV/REGISTERED,NORMAL_SERVICE,CONNECTED,CS_PS,26.6,-24,e038356d,27.177.169.226,-59,4,4.50E+14,1227091531,1114894,377452548,1273504628,256050,0,0,0,65535,645
20220831T044526,1350,19350,RXTX,3,20,45005,6454,4377-55(447),0,640,-59,-7,-34,-,0,0,SRV/REGISTERED,NORMAL_SERVICE,CONNECTED,CS_PS,26.6,-26,e038356d,27.177.169.226,-59,4,4.50E+14,1227091531,1117227,377452556,1273504621,256100,0,0,0,65535,695
20220831T044528,1350,19350,RXTX,3,20,45005,6454,4377-55(447),0,640,-59,-7,-34,-,0,0,SRV/REGISTERED,NORMAL_SERVICE,CONNECTED,CS_PS,28.8,-17,e038356d,27.177.169.226,-59,4,4.50E+14,1227091531,1119224,377452563,1273504617,256080,0,0,0,65535,672
20220831T044530,1350,19350,RXTX,3,20,45005,6454,4377-55(447),0,640,-59,-7,-34,-,0,0,SRV/REGISTERED,NORMAL_SERVICE,CONNECTED,CS_PS,26.6,-25,e038356d,27.177.169.226,-59,4,4.50E+14,1227091531,1121221,377452568,1273504610,256080,0,0,0,65535,672
20220831T044532,1350,19350,RXTX,3,20,45005,6454,4377-55(447),0,640,-59,-7,-34,-,0,0,SRV/REGISTERED,NORMAL_SERVICE,CONNECTED,CS_PS,26.6,-25,e038356d,27.177.169.226,-59,4,4.50E+14,1227091531,1123552,377452571,1273504607,256080,0,0,0,65535,678
20220831T044534,1350,19350,RXTX,3,20,45005,6454,4377-55(447),0,640,-59,-7,-34,-,0,0,SRV/REGISTERED,NORMAL_SERVICE,CONNECTED,CS_PS,26.8,-25,e038356d,27.177.169.226,-59,4,4.50E+14,1227091531,1125552,377452575,1273504605,256080,0,0,0,65535,670
20220831T044536,1350,19350,RXTX,3,20,45005,6454,4377-55(447),0,640,-59,-7,-34,-,0,0,SRV/REGISTERED,NORMAL_SERVICE,CONNECTED,CS_PS,27.6,-26,e038356d,27.177.169.226,-59,4,4.50E+14,1227091531,1127881,377452576,1273504603,256100,0,0,0,65535,695
20220831T044538,1350,19350,RXTX,3,20,45005,6454,4377-55(447),0,640,-59,-7,-34,-,0,0,SRV/REGISTERED,NORMAL_SERVICE,CONNECTED,CS_PS,29.4,-25,e038356d,27.177.169.226,-59,4,4.50E+14,1227091531,1129879,377452578,1273504599,256090,0,0,0,65535,684
20220831T044541,1350,19350,RXTX,3,20,45005,6454,4377-55(447),0,640,-59,-7,-34,-,0,0,SRV/REGISTERED,NORMAL_SERVICE,CONNECTED,CS_PS,29.4,-24,e038356d,27.177.169.226,-59,4,4.50E+14,1227091531,1132212,377452578,1273504599,256090,0,0,0,65535,680
20220831T044543,1350,19350,RXTX,3,20,45005,6454,4377-55(447),0,640,-59,-7,-34,-,0,0,SRV/REGISTERED,NORMAL_SERVICE,CONNECTED,CS_PS,27.2,-21,e038356d,27.177.169.226,-59,4,4.50E+14,1227091531,1134209,377452575,1273504601,256110,0,0,0,65535,704
20220831T044545,1350,19350,RXTX,3,20,45005,6454,4377-55(447),0,640,-59,-7,-34,-,0,0,SRV/REGISTERED,NORMAL_SERVICE,CONNECTED,CS_PS,25.2,-25,e038356d,27.177.169.226,-59,4,4.50E+14,1227091531,1136539,377452575,1273504602,256120,0,0,0,65535,715
20220831T044547,1350,19350,RXTX,3,20,45005,6454,4377-55(447),0,640,-59,-7,-34,-,0,0,SRV/REGISTERED,NORMAL_SERVICE,CONNECTED,CS_PS,25.2,-25,e038356d,27.177.169.226,-59,4,4.50E+14,1227091531,1138539,377452575,1273504604,256100,0,0,0,65535,696
20220831T044549,1350,19350,RXTX,3,20,45005,6454,4377-55(447),0,640,-59,-7,-34,-,0,0,SRV/REGISTERED,NORMAL_SERVICE,CONNECTED,CS_PS,28.2,-24,e038356d,27.177.169.226,-59,4,4.50E+14,1227091531,1140536,377452573,1273504608,256090,0,0,0,65535,683
20220831T044551,1350,19350,RXTX,3,20,45005,6454,4377-55(447),0,640,-59,-7,-34,-,0,0,SRV/REGISTERED,NORMAL_SERVICE,CONNECTED,CS_PS,27.2,-15,e038356d,27.177.169.226,-59,4,4.50E+14,1227091531,1142867,377452571,1273504611,256110,0,0,0,65535,709
20220831T044553,1350,19350,RXTX,3,20,45005,6454,4377-55(447),0,640,-59,-7,-34,-,0,0,SRV/REGISTERED,NORMAL_SERVICE,CONNECTED,CS_PS,28,-24,e038356d,27.177.169.226,-59,4,4.50E+14,1227091531,1144864,377452571,1273504613,256140,0,0,0,65535,739
20220831T044556,1350,19350,RXTX,3,20,45005,6454,4377-55(447),0,640,-59,-7,-34,-,0,0,SRV/REGISTERED,NORMAL_SERVICE,CONNECTED,CS_PS,28,-24,e038356d,27.177.169.226,-59,4,4.50E+14,1227091531,1147196,377452571,1273504614,256180,0,0,0,65535,777
20220831T044558,1350,19350,RXTX,3,20,45005,6454,4377-55(447),0,640,-59,-7,-34,-,0,0,SRV/REGISTERED,NORMAL_SERVICE,CONNECTED,CS_PS,28,-26,e038356d,27.177.169.226,-59,4,4.50E+14,1227091531,1149194,377452574,1273504611,256190,0,0,0,65535,782
20220831T044600,1350,19350,RXTX,3,20,45005,6454,4377-55(447),0,640,-59,-7,-34,-,0,0,SRV/REGISTERED,NORMAL_SERVICE,CONNECTED,CS_PS,27.4,-25,e038356d,27.177.169.226,-59,4,4.50E+14,1227091531,1151524,377452573,1273504606,256180,0,0,0,65535,776
20220831T044602,1350,19350,RXTX,3,20,45005,6454,4377-55(447),0,640,-59,-7,-34,-,0,0,SRV/REGISTERED,NORMAL_SERVICE,CONNECTED,CS_PS,27.4,-25,e038356d,27.177.169.226,-59,4,4.50E+14,1227091531,1153524,377452573,1273504601,256180,0,0,0,65535,772
20220831T044604,1350,19350,RXTX,3,20,45005,6454,4377-55(447),0,640,-59,-7,-34,-,0,0,SRV/REGISTERED,NORMAL_SERVICE,CONNECTED,CS_PS,23.6,-25,e038356d,27.177.169.226,-59,4,4.50E+14,1227091531,1155521,377452574,1273504597,256180,0,0,0,65535,774
20220831T044606,1350,19350,RXTX,3,20,45005,6454,4377-55(447),0,640,-59,-7,-34,-,0,0,SRV/REGISTERED,NORMAL_SERVICE,CONNECTED,CS_PS,27.6,-24,e038356d,27.177.169.226,-59,4,4.50E+14,1227091531,1157852,377452574,1273504589,256220,0,0,0,65535,811
20220831T044608,1350,19350,RXTX,3,20,45005,6454,4377-55(447),0,640,-59,-7,-34,-,0,0,SRV/REGISTERED,NORMAL_SERVICE,CONNECTED,CS_PS,27.4,-24,e038356d,27.177.169.226,-59,4,4.50E+14,1227091531,1159849,377452576,1273504585,256220,0,0,0,65535,818
20220831T044611,1350,19350,RXTX,3,20,45005,6454,4377-55(447),0,640,-59,-7,-34,-,0,0,SRV/REGISTERED,NORMAL_SERVICE,CONNECTED,CS_PS,27.4,-24,e038356d,27.177.169.226,-59,4,4.50E+14,1227091531,1162181,377452576,1273504582,256270,0,0,0,65535,865
20220831T044613,1350,19350,RXTX,3,20,45005,6454,4377-55(447),0,640,-59,-7,-34,-,0,0,SRV/REGISTERED,NORMAL_SERVICE,CONNECTED,CS_PS,28.2,-24,e038356d,27.177.169.226,-59,4,4.50E+14,1227091531,1164179,377452575,1273504582,256260,0,0,0,65535,851
20220831T044615,1350,19350,RXTX,3,20,45005,6454,4377-55(447),0,640,-59,-7,-34,-,0,0,SRV/REGISTERED,NORMAL_SERVICE,CONNECTED,CS_PS,26.6,-25,e038356d,27.177.169.226,-59,4,4.50E+14,1227091531,1166509,377452577,1273504582,256270,0,0,0,65535,866
20220831T044617,1350,19350,RXTX,3,20,45005,6454,4377-55(447),0,640,-59,-7,-34,-,0,0,SRV/REGISTERED,NORMAL_SERVICE,CONNECTED,CS_PS,26.6,-24,e038356d,27.177.169.226,-59,4,4.50E+14,1227091531,1168509,377452579,1273504586,256290,0,0,0,65535,886
20220831T044619,1350,19350,RXTX,3,20,45005,6454,4377-55(447),0,640,-59,-7,-34,-,0,0,SRV/REGISTERED,NORMAL_SERVICE,CONNECTED,CS_PS,27,-26,e038356d,27.177.169.226,-59,4,4.50E+14,1227091531,1170506,377452579,1273504587,256260,0,0,0,65535,857
20220831T044621,1350,19350,RXTX,3,20,45005,6454,4377-55(447),0,640,-59,-7,-34,-,0,0,SRV/REGISTERED,NORMAL_SERVICE,CONNECTED,CS_PS,26.8,-26,e038356d,27.177.169.226,-59,4,4.50E+14,1227091531,1172837,377452580,1273504590,256240,0,0,0,65535,835
20220831T044623,1350,19350,RXTX,3,20,45005,6454,4377-55(447),0,640,-59,-7,-34,-,0,0,SRV/REGISTERED,NORMAL_SERVICE,CONNECTED,CS_PS,27.4,-25,e038356d,27.177.169.226,-59,4,4.50E+14,1227091531,1174834,377452581,1273504592,256260,0,0,0,65535,858
20220831T044626,1350,19350,RXTX,3,20,45005,6454,4377-55(447),0,640,-59,-7,-34,-,0,0,SRV/REGISTERED,NORMAL_SERVICE,CONNECTED,CS_PS,27.4,-24,e038356d,27.177.169.226,-59,4,4.50E+14,1227091531,1177167,377452579,1273504593,256260,0,0,0,65535,859
20220831T044628,1350,19350,RXTX,3,20,45005,6454,4377-55(447),0,640,-59,-7,-34,-,0,0,SRV/REGISTERED,NORMAL_SERVICE,CONNECTED,CS_PS,27.8,-24,e038356d,27.177.169.226,-59,4,4.50E+14,1227091531,1179164,377452575,1273504595,256250,0,0,0,65535,842
20220831T044630,1350,19350,RXTX,3,20,45005,6454,4377-55(447),0,640,-59,-7,-34,-,0,0,SRV/REGISTERED,NORMAL_SERVICE,CONNECTED,CS_PS,27.4,-26,e038356d,27.177.169.226,-59,4,4.50E+14,1227091531,1181162,377452569,1273504600,256230,0,0,0,65535,829
20220831T044632,1350,19350,RXTX,3,20,45005,6454,4377-55(447),0,640,-59,-7,-34,-,0,0,SRV/REGISTERED,NORMAL_SERVICE,CONNECTED,CS_PS,27.4,-25,e038356d,27.177.169.226,-59,4,4.50E+14,1227091531,1183494,377452564,1273504602,256260,0,0,0,65535,857
20220831T044634,1350,19350,RXTX,3,20,45005,6454,4377-55(447),0,640,-59,-7,-34,-,0,0,SRV/REGISTERED,NORMAL_SERVICE,CONNECTED,CS_PS,23.8,-24,e038356d,27.177.169.226,-59,4,4.50E+14,1227091531,1185491,377452559,1273504603,256240,0,0,0,65535,830
20220831T044636,1350,19350,RXTX,3,20,45005,6454,4377-55(447),0,640,-59,-7,-34,-,0,0,SRV/REGISTERED,NORMAL_SERVICE,CONNECTED,CS_PS,26,-24,e038356d,27.177.169.226,-59,4,4.50E+14,1227091531,1187821,377452556,1273504604,256230,0,0,0,65535,822
20220831T044638,1350,19350,RXTX,3,20,45005,6454,4377-55(447),0,640,-59,-7,-34,-,0,0,SRV/REGISTERED,NORMAL_SERVICE,CONNECTED,CS_PS,26,-25,e038356d,27.177.169.226,-59,4,4.50E+14,1227091531,1189819,377452553,1273504607,256250,0,0,0,65535,845
20220831T044640,1350,19350,RXTX,3,20,45005,6454,4377-55(447),0,640,-59,-7,-34,-,0,0,SRV/REGISTERED,NORMAL_SERVICE,CONNECTED,CS_PS,26,-26,e038356d,27.177.169.226,-59,4,4.50E+14,1227091531,1192152,377452552,1273504604,256270,0,0,0,65535,861
20220831T044643,1350,19350,RXTX,3,20,45005,6454,4377-55(447),0,640,-59,-7,-34,-,0,0,SRV/REGISTERED,NORMAL_SERVICE,CONNECTED,CS_PS,26.2,-26,e038356d,27.177.169.226,-59,4,4.50E+14,1227091531,1194149,377452552,1273504599,256290,0,0,0,65535,884
